SentenceID,token1,token2,Sentence,Predicted,Gold Truth
6,7,16,"( Text ) Speaking to newsmen in <B-Loc>Jakarta</B-Loc> today , Hun Sen , second prime of <B-Loc>Cambodia</B-Loc> , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer Rouge ( KR ) because it has used all the topics discussed between the two sides at past ",None,None
6,7,23,"( Text ) Speaking to newsmen in <B-Loc>Jakarta</B-Loc> today , Hun Sen , second prime of Cambodia , reiterated that the Phnom Penh <I-Org>government</I-Org> will not hold further negotiations with the Khmer Rouge ( KR ) because it has used all the topics discussed between the two sides at past ",None,None
6,7,32,"( Text ) Speaking to newsmen in <B-Loc>Jakarta</B-Loc> today , Hun Sen , second prime of Cambodia , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer <I-Org>Rouge</I-Org> ( KR ) because it has used all the topics discussed between the two sides at past ",None,None
6,7,34,"( Text ) Speaking to newsmen in <B-Loc>Jakarta</B-Loc> today , Hun Sen , second prime of Cambodia , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer Rouge ( <B-Org>KR</B-Org> ) because it has used all the topics discussed between the two sides at past ",None,None
6,11,16,"( Text ) Speaking to newsmen in Jakarta today , Hun <I-Peop>Sen</I-Peop> , second prime of <B-Loc>Cambodia</B-Loc> , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer Rouge ( KR ) because it has used all the topics discussed between the two sides at past ",Live_In,Live_In
6,11,23,"( Text ) Speaking to newsmen in Jakarta today , Hun <I-Peop>Sen</I-Peop> , second prime of Cambodia , reiterated that the Phnom Penh <I-Org>government</I-Org> will not hold further negotiations with the Khmer Rouge ( KR ) because it has used all the topics discussed between the two sides at past ",Work_For,Work_For
6,11,32,"( Text ) Speaking to newsmen in Jakarta today , Hun <I-Peop>Sen</I-Peop> , second prime of Cambodia , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer <I-Org>Rouge</I-Org> ( KR ) because it has used all the topics discussed between the two sides at past ",Work_For,None
6,11,34,"( Text ) Speaking to newsmen in Jakarta today , Hun <I-Peop>Sen</I-Peop> , second prime of Cambodia , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer Rouge ( <B-Org>KR</B-Org> ) because it has used all the topics discussed between the two sides at past ",Work_For,None
6,16,23,"( Text ) Speaking to newsmen in Jakarta today , Hun Sen , second prime of <B-Loc>Cambodia</B-Loc> , reiterated that the Phnom Penh <I-Org>government</I-Org> will not hold further negotiations with the Khmer Rouge ( KR ) because it has used all the topics discussed between the two sides at past ",OrgBased_In,OrgBased_In
6,16,32,"( Text ) Speaking to newsmen in Jakarta today , Hun Sen , second prime of <B-Loc>Cambodia</B-Loc> , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer <I-Org>Rouge</I-Org> ( KR ) because it has used all the topics discussed between the two sides at past ",OrgBased_In,OrgBased_In
6,16,34,"( Text ) Speaking to newsmen in Jakarta today , Hun Sen , second prime of <B-Loc>Cambodia</B-Loc> , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer Rouge ( <B-Org>KR</B-Org> ) because it has used all the topics discussed between the two sides at past ",OrgBased_In,OrgBased_In
6,23,32,"( Text ) Speaking to newsmen in Jakarta today , Hun Sen , second prime of Cambodia , reiterated that the Phnom Penh <I-Org>government</I-Org> will not hold further negotiations with the Khmer <I-Org>Rouge</I-Org> ( KR ) because it has used all the topics discussed between the two sides at past ",OrgBased_In,None
6,23,34,"( Text ) Speaking to newsmen in Jakarta today , Hun Sen , second prime of Cambodia , reiterated that the Phnom Penh <I-Org>government</I-Org> will not hold further negotiations with the Khmer Rouge ( <B-Org>KR</B-Org> ) because it has used all the topics discussed between the two sides at past ",OrgBased_In,None
6,32,34,"( Text ) Speaking to newsmen in Jakarta today , Hun Sen , second prime of Cambodia , reiterated that the Phnom Penh government will not hold further negotiations with the Khmer <I-Org>Rouge</I-Org> ( <B-Org>KR</B-Org> ) because it has used all the topics discussed between the two sides at past ",None,None
7,11,15,He said the failure of the talks between the Phnom Penh <I-Org>government</I-Org> and the Khmer <I-Org>Rouge</I-Org> faction in Pyongyang recently was due to the fact that the Khmer Rouge put forward proposals that did not totally lend support to the integrity of Cambodia . ,OrgBased_In,None
7,11,18,He said the failure of the talks between the Phnom Penh <I-Org>government</I-Org> and the Khmer Rouge faction in <B-Loc>Pyongyang</B-Loc> recently was due to the fact that the Khmer Rouge put forward proposals that did not totally lend support to the integrity of Cambodia . ,OrgBased_In,None
7,11,28,He said the failure of the talks between the Phnom Penh <I-Org>government</I-Org> and the Khmer Rouge faction in Pyongyang recently was due to the fact that the Khmer <I-Org>Rouge</I-Org> put forward proposals that did not totally lend support to the integrity of Cambodia . ,OrgBased_In,None
7,11,42,He said the failure of the talks between the Phnom Penh <I-Org>government</I-Org> and the Khmer Rouge faction in Pyongyang recently was due to the fact that the Khmer Rouge put forward proposals that did not totally lend support to the integrity of <B-Loc>Cambodia</B-Loc> . ,OrgBased_In,OrgBased_In
7,15,18,He said the failure of the talks between the Phnom Penh government and the Khmer <I-Org>Rouge</I-Org> faction in <B-Loc>Pyongyang</B-Loc> recently was due to the fact that the Khmer Rouge put forward proposals that did not totally lend support to the integrity of Cambodia . ,OrgBased_In,None
7,15,28,He said the failure of the talks between the Phnom Penh government and the Khmer <I-Org>Rouge</I-Org> faction in Pyongyang recently was due to the fact that the Khmer <I-Org>Rouge</I-Org> put forward proposals that did not totally lend support to the integrity of Cambodia . ,None,None
7,15,42,He said the failure of the talks between the Phnom Penh government and the Khmer <I-Org>Rouge</I-Org> faction in Pyongyang recently was due to the fact that the Khmer Rouge put forward proposals that did not totally lend support to the integrity of <B-Loc>Cambodia</B-Loc> . ,OrgBased_In,OrgBased_In
7,18,28,He said the failure of the talks between the Phnom Penh government and the Khmer Rouge faction in <B-Loc>Pyongyang</B-Loc> recently was due to the fact that the Khmer <I-Org>Rouge</I-Org> put forward proposals that did not totally lend support to the integrity of Cambodia . ,None,None
7,18,42,He said the failure of the talks between the Phnom Penh government and the Khmer Rouge faction in <B-Loc>Pyongyang</B-Loc> recently was due to the fact that the Khmer Rouge put forward proposals that did not totally lend support to the integrity of <B-Loc>Cambodia</B-Loc> . ,None,None
7,28,42,He said the failure of the talks between the Phnom Penh government and the Khmer Rouge faction in Pyongyang recently was due to the fact that the Khmer <I-Org>Rouge</I-Org> put forward proposals that did not totally lend support to the integrity of <B-Loc>Cambodia</B-Loc> . ,None,None
8,8,13,"Meanwhile , on a separate occasion , Prince <I-Peop>Ranariddh</I-Peop> , first prime of <B-Loc>Cambodia</B-Loc> , reiterated the Phnom Penh government 's wish to open a Cambodian Embassy in Jakarta as soon as possible . ",Live_In,Live_In
8,8,19,"Meanwhile , on a separate occasion , Prince <I-Peop>Ranariddh</I-Peop> , first prime of Cambodia , reiterated the Phnom Penh <I-Org>government</I-Org> 's wish to open a Cambodian Embassy in Jakarta as soon as possible . ",Work_For,Work_For
8,8,28,"Meanwhile , on a separate occasion , Prince <I-Peop>Ranariddh</I-Peop> , first prime of Cambodia , reiterated the Phnom Penh government 's wish to open a Cambodian Embassy in <B-Loc>Jakarta</B-Loc> as soon as possible . ",Live_In,None
8,13,19,"Meanwhile , on a separate occasion , Prince Ranariddh , first prime of <B-Loc>Cambodia</B-Loc> , reiterated the Phnom Penh <I-Org>government</I-Org> 's wish to open a Cambodian Embassy in Jakarta as soon as possible . ",OrgBased_In,OrgBased_In
8,13,28,"Meanwhile , on a separate occasion , Prince Ranariddh , first prime of <B-Loc>Cambodia</B-Loc> , reiterated the Phnom Penh government 's wish to open a Cambodian Embassy in <B-Loc>Jakarta</B-Loc> as soon as possible . ",Located_In,None
8,19,28,"Meanwhile , on a separate occasion , Prince Ranariddh , first prime of Cambodia , reiterated the Phnom Penh <I-Org>government</I-Org> 's wish to open a Cambodian Embassy in <B-Loc>Jakarta</B-Loc> as soon as possible . ",OrgBased_In,None
9,6,17,He said that the Phnom Penh <I-Org>government</I-Org> has worked out several incentives to attract foreign investment in <B-Loc>Cambodia</B-Loc> . ,OrgBased_In,OrgBased_In
10,3,6,"In sentencing Johnny <I-Peop>Campbell</I-Peop> and Alicia <I-Peop>Abraham</I-Peop> , Circuit Judge Michael B. Getty said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie McGee. ' ' ",Kill,None
10,3,12,"In sentencing Johnny <I-Peop>Campbell</I-Peop> and Alicia Abraham , Circuit Judge Michael B. <I-Peop>Getty</I-Peop> said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie McGee. ' ' ",Kill,None
10,3,44,"In sentencing Johnny <I-Peop>Campbell</I-Peop> and Alicia Abraham , Circuit Judge Michael B. Getty said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie <I-Peop>McGee.</I-Peop> ' ' ",Kill,Kill
10,6,12,"In sentencing Johnny Campbell and Alicia <I-Peop>Abraham</I-Peop> , Circuit Judge Michael B. <I-Peop>Getty</I-Peop> said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie McGee. ' ' ",Kill,None
10,6,44,"In sentencing Johnny Campbell and Alicia <I-Peop>Abraham</I-Peop> , Circuit Judge Michael B. Getty said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie <I-Peop>McGee.</I-Peop> ' ' ",Kill,Kill
10,12,44,"In sentencing Johnny Campbell and Alicia Abraham , Circuit Judge Michael B. <I-Peop>Getty</I-Peop> said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie <I-Peop>McGee.</I-Peop> ' ' ",Kill,None
11,1,9,"Robert <I-Peop>Bernero</I-Peop> , chief of waste disposal for the <B-Org>NRC</B-Org> , said the shafts would be ` ` the first major holes to be dug into the Yucca Mountain formation. ' ' ",Work_For,Work_For
11,1,28,"Robert <I-Peop>Bernero</I-Peop> , chief of waste disposal for the NRC , said the shafts would be ` ` the first major holes to be dug into the Yucca <I-Loc>Mountain</I-Loc> formation. ' ' ",Live_In,None
11,9,28,"Robert Bernero , chief of waste disposal for the <B-Org>NRC</B-Org> , said the shafts would be ` ` the first major holes to be dug into the Yucca <I-Loc>Mountain</I-Loc> formation. ' ' ",None,None
12,0,10,"<B-Org>Congress</B-Org> has ordered the department to study whether the Yucca <I-Loc>Mountain</I-Loc> location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,0,15,"<B-Org>Congress</B-Org> has ordered the department to study whether the Yucca Mountain location , about 100 <I-Other>miles</I-Other> northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,0,19,"<B-Org>Congress</B-Org> has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las <I-Loc>Vegas</I-Loc> , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,0,21,"<B-Org>Congress</B-Org> has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , <B-Loc>Nev.</B-Loc> , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,10,15,"Congress has ordered the department to study whether the Yucca <I-Loc>Mountain</I-Loc> location , about 100 <I-Other>miles</I-Other> northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,10,19,"Congress has ordered the department to study whether the Yucca <I-Loc>Mountain</I-Loc> location , about 100 miles northwest of Las <I-Loc>Vegas</I-Loc> , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,10,21,"Congress has ordered the department to study whether the Yucca <I-Loc>Mountain</I-Loc> location , about 100 miles northwest of Las Vegas , <B-Loc>Nev.</B-Loc> , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,15,19,"Congress has ordered the department to study whether the Yucca Mountain location , about 100 <I-Other>miles</I-Other> northwest of Las <I-Loc>Vegas</I-Loc> , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,15,21,"Congress has ordered the department to study whether the Yucca Mountain location , about 100 <I-Other>miles</I-Other> northwest of Las Vegas , <B-Loc>Nev.</B-Loc> , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,19,21,"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las <I-Loc>Vegas</I-Loc> , <B-Loc>Nev.</B-Loc> , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",Located_In,Located_In
13,5,7,"In a briefing at the <B-Org>NRC</B-Org> 's <B-Loc>Rockville</B-Loc> , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",OrgBased_In,OrgBased_In
13,5,9,"In a briefing at the <B-Org>NRC</B-Org> 's Rockville , <B-Loc>Md.</B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",OrgBased_In,OrgBased_In
13,5,18,"In a briefing at the <B-Org>NRC</B-Org> 's Rockville , Md. , headquarters and in a letter to Sam <I-Peop>Rousso</I-Peop> , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,5,29,"In a briefing at the <B-Org>NRC</B-Org> 's Rockville , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy <I-Org>Department</I-Org> , Bernero said study of seismic and volcanic risks needed to be given high priority . ",OrgBased_In,None
13,5,31,"In a briefing at the <B-Org>NRC</B-Org> 's Rockville , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , <B-Peop>Bernero</B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,7,9,"In a briefing at the NRC 's <B-Loc>Rockville</B-Loc> , <B-Loc>Md.</B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",Located_In,Located_In
13,7,18,"In a briefing at the NRC 's <B-Loc>Rockville</B-Loc> , Md. , headquarters and in a letter to Sam <I-Peop>Rousso</I-Peop> , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",Located_In,None
13,7,29,"In a briefing at the NRC 's <B-Loc>Rockville</B-Loc> , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy <I-Org>Department</I-Org> , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,7,31,"In a briefing at the NRC 's <B-Loc>Rockville</B-Loc> , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , <B-Peop>Bernero</B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",Located_In,None
13,9,18,"In a briefing at the NRC 's Rockville , <B-Loc>Md.</B-Loc> , headquarters and in a letter to Sam <I-Peop>Rousso</I-Peop> , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,9,29,"In a briefing at the NRC 's Rockville , <B-Loc>Md.</B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy <I-Org>Department</I-Org> , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,9,31,"In a briefing at the NRC 's Rockville , <B-Loc>Md.</B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , <B-Peop>Bernero</B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,18,29,"In a briefing at the NRC 's Rockville , Md. , headquarters and in a letter to Sam <I-Peop>Rousso</I-Peop> , acting of civilian radioactive waste management for the Energy <I-Org>Department</I-Org> , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,18,31,"In a briefing at the NRC 's Rockville , Md. , headquarters and in a letter to Sam <I-Peop>Rousso</I-Peop> , acting of civilian radioactive waste management for the Energy Department , <B-Peop>Bernero</B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,29,31,"In a briefing at the NRC 's Rockville , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy <I-Org>Department</I-Org> , <B-Peop>Bernero</B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",None,None
14,2,4,Officials in <B-Loc>Perugia</B-Loc> in <B-Loc>Umbria</B-Loc> province said five people were arrested there Tuesday night after police stopped their car and found $1 million in bogus bills in the trunk . ,Located_In,Located_In
14,2,22,Officials in <B-Loc>Perugia</B-Loc> in Umbria province said five people were arrested there Tuesday night after police stopped their car and found $1 <I-Other>million</I-Other> in bogus bills in the trunk . ,None,None
14,4,22,Officials in Perugia in <B-Loc>Umbria</B-Loc> province said five people were arrested there Tuesday night after police stopped their car and found $1 <I-Other>million</I-Other> in bogus bills in the trunk . ,None,None
15,1,10,"The <B-Org>ANSA</B-Org> news agency said the operation involved police in <B-Loc>Umbria</B-Loc> and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations . ",None,None
15,1,12,"The <B-Org>ANSA</B-Org> news agency said the operation involved police in Umbria and <B-Loc>Lazio</B-Loc> provinces in central Italy and Campania province in the south , without specifying exact arrest locations . ",None,None
15,1,16,"The <B-Org>ANSA</B-Org> news agency said the operation involved police in Umbria and Lazio provinces in central <B-Loc>Italy</B-Loc> and Campania province in the south , without specifying exact arrest locations . ",None,None
15,1,18,"The <B-Org>ANSA</B-Org> news agency said the operation involved police in Umbria and Lazio provinces in central Italy and <B-Loc>Campania</B-Loc> province in the south , without specifying exact arrest locations . ",None,None
15,10,12,"The ANSA news agency said the operation involved police in <B-Loc>Umbria</B-Loc> and <B-Loc>Lazio</B-Loc> provinces in central Italy and Campania province in the south , without specifying exact arrest locations . ",Located_In,None
15,10,16,"The ANSA news agency said the operation involved police in <B-Loc>Umbria</B-Loc> and Lazio provinces in central <B-Loc>Italy</B-Loc> and Campania province in the south , without specifying exact arrest locations . ",Located_In,Located_In
15,10,18,"The ANSA news agency said the operation involved police in <B-Loc>Umbria</B-Loc> and Lazio provinces in central Italy and <B-Loc>Campania</B-Loc> province in the south , without specifying exact arrest locations . ",Located_In,None
15,12,16,"The ANSA news agency said the operation involved police in Umbria and <B-Loc>Lazio</B-Loc> provinces in central <B-Loc>Italy</B-Loc> and Campania province in the south , without specifying exact arrest locations . ",Located_In,Located_In
15,12,18,"The ANSA news agency said the operation involved police in Umbria and <B-Loc>Lazio</B-Loc> provinces in central Italy and <B-Loc>Campania</B-Loc> province in the south , without specifying exact arrest locations . ",Located_In,None
15,16,18,"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central <B-Loc>Italy</B-Loc> and <B-Loc>Campania</B-Loc> province in the south , without specifying exact arrest locations . ",Located_In,Located_In
16,0,3,<B-Loc>Rome</B-Loc> is in <B-Loc>Lazio</B-Loc> province and Naples in Campania . ,Located_In,Located_In
16,0,6,<B-Loc>Rome</B-Loc> is in Lazio province and <B-Loc>Naples</B-Loc> in Campania . ,Located_In,None
16,0,8,<B-Loc>Rome</B-Loc> is in Lazio province and Naples in <B-Loc>Campania</B-Loc> . ,Located_In,None
16,3,6,Rome is in <B-Loc>Lazio</B-Loc> province and <B-Loc>Naples</B-Loc> in Campania . ,Located_In,None
16,3,8,Rome is in <B-Loc>Lazio</B-Loc> province and Naples in <B-Loc>Campania</B-Loc> . ,Located_In,None
16,6,8,Rome is in Lazio province and <B-Loc>Naples</B-Loc> in <B-Loc>Campania</B-Loc> . ,Located_In,Located_In
17,2,6,The Foreign <I-Org>Ministry</I-Org> 's Southeast Asian <I-Org>Department</I-Org> Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,OrgBased_In,Work_For
17,2,9,The Foreign <I-Org>Ministry</I-Org> 's Southeast Asian Department Chief Don <I-Peop>Paramatwinai</I-Peop> quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,Work_For
17,2,12,The Foreign <I-Org>Ministry</I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President <B-Peop>Kim</B-Peop> as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,2,20,The Foreign <I-Org>Ministry</I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between <B-Loc>South</B-Loc> and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,2,23,The Foreign <I-Org>Ministry</I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North <I-Loc>Korea</I-Loc> posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,2,32,The Foreign <I-Org>Ministry</I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean <I-Loc>Peninsula</I-Loc> but the entire world . ,None,None
17,6,9,The Foreign Ministry 's Southeast Asian <I-Org>Department</I-Org> Chief Don <I-Peop>Paramatwinai</I-Peop> quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,6,12,The Foreign Ministry 's Southeast Asian <I-Org>Department</I-Org> Chief Don Paramatwinai quoted President <B-Peop>Kim</B-Peop> as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,6,20,The Foreign Ministry 's Southeast Asian <I-Org>Department</I-Org> Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between <B-Loc>South</B-Loc> and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,6,23,The Foreign Ministry 's Southeast Asian <I-Org>Department</I-Org> Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North <I-Loc>Korea</I-Loc> posed not only a threat to the Korean Peninsula but the entire world . ,None,None
