SentenceID,token1,token2,Sentence,Predicted,Gold Truth
8,13,28,"Meanwhile , on a separate occasion , Prince Ranariddh , first prime of <B-Loc> Cambodia </B-Loc> , reiterated the Phnom Penh government 's wish to open a Cambodian Embassy in <B-Loc> Jakarta </B-Loc> as soon as possible . ",None,None
8,19,13,"Meanwhile , on a separate occasion , Prince Ranariddh , first prime of <B-Loc> Cambodia </B-Loc> , reiterated the Phnom Penh <I-Org> government </I-Org> 's wish to open a Cambodian Embassy in Jakarta as soon as possible . ",OrgBased_In,OrgBased_In
9,6,17,He said that the Phnom Penh <I-Org> government </I-Org> has worked out several incentives to attract foreign investment in <B-Loc> Cambodia </B-Loc> . ,OrgBased_In,OrgBased_In
10,3,44,"In sentencing Johnny <I-Peop> Campbell </I-Peop> and Alicia Abraham , Circuit Judge Michael B. Getty said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie <I-Peop> McGee. </I-Peop> ' ' ",Kill,Kill
10,6,44,"In sentencing Johnny Campbell and Alicia <I-Peop> Abraham </I-Peop> , Circuit Judge Michael B. Getty said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie <I-Peop> McGee. </I-Peop> ' ' ",Kill,Kill
10,12,44,"In sentencing Johnny Campbell and Alicia Abraham , Circuit Judge Michael B. <I-Peop> Getty </I-Peop> said if he had let emotions dictate his actions , the two would have received the death penalty for ` ` the vicious , brutally sadistic torture and murder of Lattie <I-Peop> McGee. </I-Peop> ' ' ",Kill,None
11,1,9,"Robert <I-Peop> Bernero </I-Peop> , chief of waste disposal for the <B-Org> NRC </B-Org> , said the shafts would be ` ` the first major holes to be dug into the Yucca Mountain formation. ' ' ",Work_For,Work_For
11,9,28,"Robert Bernero , chief of waste disposal for the <B-Org> NRC </B-Org> , said the shafts would be ` ` the first major holes to be dug into the Yucca <I-Loc> Mountain </I-Loc> formation. ' ' ",None,None
12,0,10,"<B-Org> Congress </B-Org> has ordered the department to study whether the Yucca <I-Loc> Mountain </I-Loc> location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,0,19,"<B-Org> Congress </B-Org> has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las <I-Loc> Vegas </I-Loc> , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,0,21,"<B-Org> Congress </B-Org> has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , <B-Loc> Nev. </B-Loc> , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,10,19,"Congress has ordered the department to study whether the Yucca <I-Loc> Mountain </I-Loc> location , about 100 miles northwest of Las <I-Loc> Vegas </I-Loc> , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,10,21,"Congress has ordered the department to study whether the Yucca <I-Loc> Mountain </I-Loc> location , about 100 miles northwest of Las Vegas , <B-Loc> Nev. </B-Loc> , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",None,None
12,19,21,"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las <I-Loc> Vegas </I-Loc> , <B-Loc> Nev. </B-Loc> , could safely store tons of radioactive nuclear waste for 10 , 000 years . ",Located_In,Located_In
13,5,9,"In a briefing at the <B-Org> NRC </B-Org> 's Rockville , <B-Loc> Md. </B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",OrgBased_In,OrgBased_In
13,5,7,"In a briefing at the <B-Org> NRC </B-Org> 's <B-Loc> Rockville </B-Loc> , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",OrgBased_In,OrgBased_In
13,7,9,"In a briefing at the NRC 's <B-Loc> Rockville </B-Loc> , <B-Loc> Md. </B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",Located_In,Located_In
13,9,18,"In a briefing at the NRC 's Rockville , <B-Loc> Md. </B-Loc> , headquarters and in a letter to Sam <I-Peop> Rousso </I-Peop> , acting of civilian radioactive waste management for the Energy Department , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,9,29,"In a briefing at the NRC 's Rockville , <B-Loc> Md. </B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy <I-Org> Department </I-Org> , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,9,31,"In a briefing at the NRC 's Rockville , <B-Loc> Md. </B-Loc> , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy Department , <B-Peop> Bernero </B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,18,29,"In a briefing at the NRC 's Rockville , Md. , headquarters and in a letter to Sam <I-Peop> Rousso </I-Peop> , acting of civilian radioactive waste management for the Energy <I-Org> Department </I-Org> , Bernero said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,18,31,"In a briefing at the NRC 's Rockville , Md. , headquarters and in a letter to Sam <I-Peop> Rousso </I-Peop> , acting of civilian radioactive waste management for the Energy Department , <B-Peop> Bernero </B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",None,None
13,29,31,"In a briefing at the NRC 's Rockville , Md. , headquarters and in a letter to Sam Rousso , acting of civilian radioactive waste management for the Energy <I-Org> Department </I-Org> , <B-Peop> Bernero </B-Peop> said study of seismic and volcanic risks needed to be given high priority . ",None,None
14,2,4,Officials in <B-Loc> Perugia </B-Loc> in <B-Loc> Umbria </B-Loc> province said five people were arrested there Tuesday night after police stopped their car and found $1 million in bogus bills in the trunk . ,Located_In,Located_In
15,1,10,"The <B-Org> ANSA </B-Org> news agency said the operation involved police in <B-Loc> Umbria </B-Loc> and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations . ",None,None
15,1,12,"The <B-Org> ANSA </B-Org> news agency said the operation involved police in Umbria and <B-Loc> Lazio </B-Loc> provinces in central Italy and Campania province in the south , without specifying exact arrest locations . ",None,None
15,1,16,"The <B-Org> ANSA </B-Org> news agency said the operation involved police in Umbria and Lazio provinces in central <B-Loc> Italy </B-Loc> and Campania province in the south , without specifying exact arrest locations . ",None,None
15,1,18,"The <B-Org> ANSA </B-Org> news agency said the operation involved police in Umbria and Lazio provinces in central Italy and <B-Loc> Campania </B-Loc> province in the south , without specifying exact arrest locations . ",None,None
15,10,16,"The ANSA news agency said the operation involved police in <B-Loc> Umbria </B-Loc> and Lazio provinces in central <B-Loc> Italy </B-Loc> and Campania province in the south , without specifying exact arrest locations . ",Located_In,Located_In
15,12,16,"The ANSA news agency said the operation involved police in Umbria and <B-Loc> Lazio </B-Loc> provinces in central <B-Loc> Italy </B-Loc> and Campania province in the south , without specifying exact arrest locations . ",Located_In,Located_In
15,18,16,"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central <B-Loc> Italy </B-Loc> and <B-Loc> Campania </B-Loc> province in the south , without specifying exact arrest locations . ",Located_In,Located_In
16,0,3,<B-Loc> Rome </B-Loc> is in <B-Loc> Lazio </B-Loc> province and Naples in Campania . ,Located_In,Located_In
16,3,6,Rome is in <B-Loc> Lazio </B-Loc> province and <B-Loc> Naples </B-Loc> in Campania . ,Located_In,None
16,3,8,Rome is in <B-Loc> Lazio </B-Loc> province and Naples in <B-Loc> Campania </B-Loc> . ,Located_In,None
16,6,8,Rome is in Lazio province and <B-Loc> Naples </B-Loc> in <B-Loc> Campania </B-Loc> . ,Located_In,Located_In
17,2,6,The Foreign <I-Org> Ministry </I-Org> 's Southeast Asian <I-Org> Department </I-Org> Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,2,12,The Foreign <I-Org> Ministry </I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President <B-Peop> Kim </B-Peop> as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,2,20,The Foreign <I-Org> Ministry </I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between <B-Loc> South </B-Loc> and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,2,23,The Foreign <I-Org> Ministry </I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North <I-Loc> Korea </I-Loc> posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,2,32,The Foreign <I-Org> Ministry </I-Org> 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean <I-Loc> Peninsula </I-Loc> but the entire world . ,None,None
17,6,12,The Foreign Ministry 's Southeast Asian <I-Org> Department </I-Org> Chief Don Paramatwinai quoted President <B-Peop> Kim </B-Peop> as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,6,20,The Foreign Ministry 's Southeast Asian <I-Org> Department </I-Org> Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between <B-Loc> South </B-Loc> and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,6,23,The Foreign Ministry 's Southeast Asian <I-Org> Department </I-Org> Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North <I-Loc> Korea </I-Loc> posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,6,32,The Foreign Ministry 's Southeast Asian <I-Org> Department </I-Org> Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean <I-Loc> Peninsula </I-Loc> but the entire world . ,None,None
17,9,2,The Foreign <I-Org> Ministry </I-Org> 's Southeast Asian Department Chief Don <I-Peop> Paramatwinai </I-Peop> quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,Work_For
17,9,6,The Foreign Ministry 's Southeast Asian <I-Org> Department </I-Org> Chief Don <I-Peop> Paramatwinai </I-Peop> quoted President Kim as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,Work_For
17,12,20,The Foreign Ministry 's Southeast Asian Department Chief Don Paramatwinai quoted President <B-Peop> Kim </B-Peop> as saying that the nuclear conflict between <B-Loc> South </B-Loc> and North Korea posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,12,23,The Foreign Ministry 's Southeast Asian Department Chief Don Paramatwinai quoted President <B-Peop> Kim </B-Peop> as saying that the nuclear conflict between South and North <I-Loc> Korea </I-Loc> posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,12,32,The Foreign Ministry 's Southeast Asian Department Chief Don Paramatwinai quoted President <B-Peop> Kim </B-Peop> as saying that the nuclear conflict between South and North Korea posed not only a threat to the Korean <I-Loc> Peninsula </I-Loc> but the entire world . ,None,None
17,20,23,The Foreign Ministry 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between <B-Loc> South </B-Loc> and North <I-Loc> Korea </I-Loc> posed not only a threat to the Korean Peninsula but the entire world . ,None,None
17,20,32,The Foreign Ministry 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between <B-Loc> South </B-Loc> and North Korea posed not only a threat to the Korean <I-Loc> Peninsula </I-Loc> but the entire world . ,None,None
17,23,32,The Foreign Ministry 's Southeast Asian Department Chief Don Paramatwinai quoted President Kim as saying that the nuclear conflict between South and North <I-Loc> Korea </I-Loc> posed not only a threat to the Korean <I-Loc> Peninsula </I-Loc> but the entire world . ,None,None
18,8,10,"The law , patterned after similar measures in <B-Loc> Michigan </B-Loc> and <B-Loc> California </B-Loc> , gives victims ` ` a maximum opportunity to participate , ' ' said Fran Sepler , executive of the state Crime Victim and Witness Advisory Council . ",Located_In,None
18,8,26,"The law , patterned after similar measures in <B-Loc> Michigan </B-Loc> and California , gives victims ` ` a maximum opportunity to participate , ' ' said Fran <I-Peop> Sepler </I-Peop> , executive of the state Crime Victim and Witness Advisory Council . ",None,None
18,8,37,"The law , patterned after similar measures in <B-Loc> Michigan </B-Loc> and California , gives victims ` ` a maximum opportunity to participate , ' ' said Fran Sepler , executive of the state Crime Victim and Witness Advisory <I-Org> Council </I-Org> . ",None,None
18,10,26,"The law , patterned after similar measures in Michigan and <B-Loc> California </B-Loc> , gives victims ` ` a maximum opportunity to participate , ' ' said Fran <I-Peop> Sepler </I-Peop> , executive of the state Crime Victim and Witness Advisory Council . ",None,None
18,10,37,"The law , patterned after similar measures in Michigan and <B-Loc> California </B-Loc> , gives victims ` ` a maximum opportunity to participate , ' ' said Fran Sepler , executive of the state Crime Victim and Witness Advisory <I-Org> Council </I-Org> . ",None,None
18,26,37,"The law , patterned after similar measures in Michigan and California , gives victims ` ` a maximum opportunity to participate , ' ' said Fran <I-Peop> Sepler </I-Peop> , executive of the state Crime Victim and Witness Advisory <I-Org> Council </I-Org> . ",Work_For,Work_For
19,17,20,"Use of the right ranged from an estimate of 40 percent to 60 percent in St. Louis <I-Loc> County </I-Loc> in northeastern <B-Loc> Minnesota </B-Loc> to only seven or eight times in Hennepin County , which has nearly 1 million residents and almost one-fourth of the state 's population . ",Located_In,Located_In
19,20,29,"Use of the right ranged from an estimate of 40 percent to 60 percent in St. Louis County in northeastern <B-Loc> Minnesota </B-Loc> to only seven or eight times in Hennepin <I-Loc> County </I-Loc> , which has nearly 1 million residents and almost one-fourth of the state 's population . ",Located_In,None
20,6,14,"While guiding farmers to work outside <B-Loc> Anhui </B-Loc> in a planned way , this east <B-Loc> China </B-Loc> province has set up more than 3 , 000 small towns specially for farmers . ",Located_In,Located_In
21,14,22,"There was no mention at all of the Contras , the arms sales to <B-Loc> Iran </B-Loc> or the enormous trade deficits that during <B-Peop> Reagan </B-Peop> 's tenure have turned America into the world 's biggest debtor nation . ",None,None
21,14,27,"There was no mention at all of the Contras , the arms sales to <B-Loc> Iran </B-Loc> or the enormous trade deficits that during Reagan 's tenure have turned <B-Loc> America </B-Loc> into the world 's biggest debtor nation . ",None,None
21,22,27,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during <B-Peop> Reagan </B-Peop> 's tenure have turned <B-Loc> America </B-Loc> into the world 's biggest debtor nation . ",Live_In,Live_In
22,4,1,LD0806223294 <B-Loc> Sarajevo </B-Loc> Radio Bosnia-Herzegovina <I-Org> Network </I-Org> in Serbo-Croatian 2000 GMT 8 Jun 94 ,OrgBased_In,OrgBased_In
23,3,0,<B-Loc> Sarajevo </B-Loc> Radio Bosnia-Herzegovina <I-Org> Network </I-Org> ,OrgBased_In,OrgBased_In
24,8,13,"( Text ) Following the conclusion of the <B-Loc> Geneva </B-Loc> negotiations today , Ejup <I-Peop> Ganic </I-Peop> , head of the Bosnia-Herzegovina delegation and vice of the Federation of Bosnia-Herzegovina , made the following statement for Bosnia-Herzegovina Radio and TV : ( Begin Ganic recording ) The delegation acted in accordance with the Assembly guidelines . ",None,None
24,8,26,"( Text ) Following the conclusion of the <B-Loc> Geneva </B-Loc> negotiations today , Ejup Ganic , head of the Bosnia-Herzegovina delegation and vice of the Federation of <I-Loc> Bosnia-Herzegovina </I-Loc> , made the following statement for Bosnia-Herzegovina Radio and TV : ( Begin Ganic recording ) The delegation acted in accordance with the Assembly guidelines . ",None,None
24,8,36,"( Text ) Following the conclusion of the <B-Loc> Geneva </B-Loc> negotiations today , Ejup Ganic , head of the Bosnia-Herzegovina delegation and vice of the Federation of Bosnia-Herzegovina , made the following statement for Bosnia-Herzegovina Radio and <I-Org> TV </I-Org> : ( Begin Ganic recording ) The delegation acted in accordance with the Assembly guidelines . ",None,None
24,13,26,"( Text ) Following the conclusion of the Geneva negotiations today , Ejup <I-Peop> Ganic </I-Peop> , head of the Bosnia-Herzegovina delegation and vice of the Federation of <I-Loc> Bosnia-Herzegovina </I-Loc> , made the following statement for Bosnia-Herzegovina Radio and TV : ( Begin Ganic recording ) The delegation acted in accordance with the Assembly guidelines . ",Live_In,Live_In
24,36,26,"( Text ) Following the conclusion of the Geneva negotiations today , Ejup Ganic , head of the Bosnia-Herzegovina delegation and vice of the Federation of <I-Loc> Bosnia-Herzegovina </I-Loc> , made the following statement for Bosnia-Herzegovina Radio and <I-Org> TV </I-Org> : ( Begin Ganic recording ) The delegation acted in accordance with the Assembly guidelines . ",OrgBased_In,OrgBased_In
25,2,1,AU2206082794 <B-Loc> Prague </B-Loc> <B-Org> CTK </B-Org> in English 0604 GMT 22 Jun 94 -- FOR OFFICIAL USE ONLY ,OrgBased_In,OrgBased_In
26,3,10,"( Text ) <B-Loc> Bratislava </B-Loc> June 22 ( CTK ) -- <B-Loc> Slovakia </B-Loc> plans its 1995 budget to have a deficit of 12 billion Slovak crowns , making up three percent of GDP , Finance Rudolf Filkus said after a cabinet session last night . ",None,None
26,3,34,"( Text ) <B-Loc> Bratislava </B-Loc> June 22 ( CTK ) -- Slovakia plans its 1995 budget to have a deficit of 12 billion Slovak crowns , making up three percent of GDP , Finance Rudolf <I-Peop> Filkus </I-Peop> said after a cabinet session last night . ",None,None
26,34,10,"( Text ) Bratislava June 22 ( CTK ) -- <B-Loc> Slovakia </B-Loc> plans its 1995 budget to have a deficit of 12 billion Slovak crowns , making up three percent of GDP , Finance Rudolf <I-Peop> Filkus </I-Peop> said after a cabinet session last night . ",None,Live_In
27,2,10,W. Dale <I-Peop> Nelson </I-Peop> covers the White House for The Associated <I-Org> Press </I-Org> . ,Work_For,Work_For
27,6,10,W. Dale Nelson covers the White <I-Loc> House </I-Loc> for The Associated <I-Org> Press </I-Org> . ,OrgBased_In,None
28,17,19,"In an interview published by yesterday 's issue of the economic daily HOSPODARSKE NOVINY , Premier Jozef <I-Peop> Moravcik </I-Peop> said <B-Loc> Slovakia </B-Loc> 's goal for this year was to completely halt the fall of GDP , reduce the inflation rate to 13 percent ( from last year 's 23.1 percent ) and maintain the budget deficit at 14 billion crowns . ",Live_In,Live_In
29,1,7,A <B-Loc> Texas </B-Loc> professor who helped mount President <B-Peop> Nixon </B-Peop> 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor . ,None,None
29,1,24,A <B-Loc> Texas </B-Loc> professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of <B-Loc> U.S. </B-Loc> solicitor . ,None,None
29,7,24,A Texas professor who helped mount President <B-Peop> Nixon </B-Peop> 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of <B-Loc> U.S. </B-Loc> solicitor . ,None,Live_In
30,4,2,PA1106232494 Mexico <I-Loc> City </I-Loc> LA <I-Org> JORNADA </I-Org> in Spanish 10 Jun 94 p 11 ,OrgBased_In,OrgBased_In
31,7,15,"Also being considered are Judge Ralph K. <I-Peop> Winter </I-Peop> of the 2nd U.S. Circuit Court of <I-Org> Appeals </I-Org> in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity . ",Work_For,Work_For
31,15,19,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of <I-Org> Appeals </I-Org> in New York <I-Loc> City </I-Loc> and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity . ",OrgBased_In,OrgBased_In
